Time,PolarN,PolarS,AxialDP,EqDP
1996-04-15T00:00:00.000,6.296,-7.014,3.711,0.000
1996-04-15T08:00:00.000,6.301,-7.019,3.713,0.297
1996-04-15T16:00:00.000,6.304,-7.033,3.717,0.405
1996-04-16T00:00:00.000,6.305,-7.038,3.721,0.497
1996-04-16T08:00:00.000,6.307,-7.039,3.724,0.542
1996-04-16T16:00:00.000,6.300,-7.036,3.725,0.568
1996-04-17T00:00:00.000,6.294,-7.033,3.724,0.581
1996-04-17T08:00:00.000,6.293,-7.035,3.724,0.610
1996-04-17T16:00:00.000,6.294,-7.034,3.724,0.602
1996-04-18T00:00:00.000,6.297,-7.036,3.726,0.635
1996-04-18T08:00:00.000,6.296,-7.046,3.727,0.663
1996-04-18T16:00:00.000,6.290,-7.054,3.727,0.682
1996-04-19T00:00:00.000,6.292,-7.068,3.728,0.730
1996-04-19T08:00:00.000,6.290,-7.076,3.732,0.746
1996-04-19T16:00:00.000,6.284,-7.075,3.734,0.739
1996-04-20T00:00:00.000,6.286,-7.083,3.737,0.770
1996-04-20T08:00:00.000,6.281,-7.088,3.738,0.768
1996-04-20T16:00:00.000,6.280,-7.098,3.740,0.761
1996-04-21T00:00:00.000,6.275,-7.101,3.741,0.746
1996-04-21T08:00:00.000,6.249,-6.989,3.713,0.717
1996-04-21T16:00:00.000,6.244,-6.957,3.703,0.729
1996-04-22T00:00:00.000,6.248,-6.943,3.700,0.778
1996-04-22T08:00:00.000,6.245,-6.937,3.701,0.800
1996-04-22T16:00:00.000,6.246,-6.948,3.704,0.776
1996-04-23T00:00:00.000,6.257,-6.952,3.707,0.738
1996-04-23T08:00:00.000,6.246,-6.857,3.669,0.699
1996-04-23T16:00:00.000,6.257,-6.861,3.688,0.681
1996-04-24T00:00:00.000,6.241,-6.793,3.635,0.681
1996-04-24T08:00:00.000,6.237,-6.718,3.617,0.686
1996-04-24T16:00:00.000,6.228,-6.695,3.626,0.683
1996-04-25T00:00:00.000,6.206,-6.643,3.579,0.698
1996-04-25T08:00:00.000,6.196,-6.601,3.570,0.695
1996-04-25T16:00:00.000,6.181,-6.548,3.551,0.695
1996-04-26T00:00:00.000,6.179,-6.526,3.552,0.689
1996-04-26T08:00:00.000,6.159,-6.515,3.550,0.705
1996-04-26T16:00:00.000,6.133,-6.485,3.533,0.702
1996-04-27T00:00:00.000,6.120,-6.448,3.513,0.737
1996-04-27T08:00:00.000,6.107,-6.425,3.505,0.739
1996-04-27T16:00:00.000,6.098,-6.409,3.493,0.747
1996-04-28T00:00:00.000,6.086,-6.397,3.487,0.777
1996-04-28T08:00:00.000,6.082,-6.386,3.478,0.785
1996-04-28T16:00:00.000,6.079,-6.378,3.472,0.731
1996-04-29T00:00:00.000,6.084,-6.343,3.455,0.721
1996-04-29T08:00:00.000,6.085,-6.324,3.451,0.723
1996-04-29T16:00:00.000,6.071,-6.343,3.447,0.716
1996-04-30T00:00:00.000,6.053,-6.324,3.439,0.673
1996-04-30T08:00:00.000,6.035,-6.295,3.418,0.635
1996-04-30T16:00:00.000,6.026,-6.280,3.418,0.578
1996-05-01T00:00:00.000,6.023,-6.281,3.420,0.517
1996-05-01T08:00:00.000,6.024,-6.265,3.419,0.508
1996-05-01T16:00:00.000,6.012,-6.234,3.391,0.487
1996-05-02T00:00:00.000,5.991,-6.168,3.375,0.492
1996-05-02T08:00:00.000,5.981,-6.160,3.356,0.464
1996-05-02T16:00:00.000,5.967,-6.130,3.345,0.467
1996-05-03T00:00:00.000,5.950,-6.095,3.361,0.505
1996-05-03T08:00:00.000,5.940,-6.093,3.364,0.537
1996-05-03T16:00:00.000,5.929,-6.093,3.356,0.486
1996-05-04T00:00:00.000,5.911,-6.086,3.332,0.465
1996-05-04T08:00:00.000,5.901,-6.078,3.334,0.468
1996-05-04T16:00:00.000,5.871,-6.059,3.319,0.455
1996-05-05T00:00:00.000,5.855,-6.048,3.308,0.484
1996-05-05T08:00:00.000,5.848,-6.022,3.295,0.620
1996-05-05T16:00:00.000,5.833,-5.976,3.266,0.685
1996-05-06T00:00:00.000,5.817,-5.961,3.261,0.686
1996-05-06T08:00:00.000,5.807,-5.946,3.262,0.722
1996-05-06T16:00:00.000,5.800,-5.937,3.260,0.781
1996-05-07T00:00:00.000,5.792,-5.931,3.249,0.803
1996-05-07T08:00:00.000,5.782,-5.921,3.252,0.835
1996-05-07T16:00:00.000,5.764,-5.890,3.235,0.881
1996-05-08T00:00:00.000,5.740,-5.864,3.215,0.908
1996-05-08T08:00:00.000,5.731,-5.855,3.213,0.910
1996-05-08T16:00:00.000,5.724,-5.827,3.200,0.902
1996-05-09T00:00:00.000,5.711,-5.803,3.184,0.886
1996-05-09T08:00:00.000,5.703,-5.802,3.183,0.872
1996-05-09T16:00:00.000,5.694,-5.791,3.179,0.859
1996-05-10T00:00:00.000,5.686,-5.766,3.159,0.807
1996-05-10T08:00:00.000,5.682,-5.756,3.156,0.810
1996-05-10T16:00:00.000,5.664,-5.740,3.153,0.803
1996-05-11T00:00:00.000,5.659,-5.740,3.157,0.788
1996-05-11T08:00:00.000,5.653,-5.731,3.151,0.736
1996-05-11T16:00:00.000,5.648,-5.721,3.146,0.725
1996-05-12T00:00:00.000,5.642,-5.705,3.125,0.732
1996-05-12T08:00:00.000,5.633,-5.678,3.118,0.742
1996-05-12T16:00:00.000,5.613,-5.664,3.118,0.750
1996-05-13T00:00:00.000,5.601,-5.652,3.115,0.739
1996-05-13T08:00:00.000,5.592,-5.660,3.117,0.735
1996-05-13T16:00:00.000,5.593,-5.663,3.117,0.748
1996-05-14T00:00:00.000,5.587,-5.645,3.115,0.742
1996-05-14T08:00:00.000,5.588,-5.642,3.118,0.727
1996-05-14T16:00:00.000,5.565,-5.610,3.111,0.692
1996-05-15T00:00:00.000,5.550,-5.602,3.112,0.690
1996-05-15T08:00:00.000,5.532,-5.593,3.106,0.680
1996-05-15T16:00:00.000,5.504,-5.587,3.082,0.672
1996-05-16T00:00:00.000,5.494,-5.579,3.072,0.716
1996-05-16T08:00:00.000,5.478,-5.567,3.068,0.750
1996-05-16T16:00:00.000,5.462,-5.556,3.055,0.766
1996-05-17T00:00:00.000,5.443,-5.535,3.043,0.743
1996-05-17T08:00:00.000,5.422,-5.526,3.040,0.728
1996-05-17T16:00:00.000,5.409,-5.517,3.027,0.701
1996-05-18T00:00:00.000,5.394,-5.488,3.022,0.689
1996-05-18T08:00:00.000,5.395,-5.493,3.024,0.700
1996-05-18T16:00:00.000,5.391,-5.482,3.017,0.710
1996-05-19T00:00:00.000,5.384,-5.487,3.022,0.737
1996-05-19T08:00:00.000,5.381,-5.476,3.018,0.746
1996-05-19T16:00:00.000,5.385,-5.479,3.019,0.733
1996-05-20T00:00:00.000,5.379,-5.480,3.021,0.710
1996-05-20T08:00:00.000,5.381,-5.480,3.021,0.704
1996-05-20T16:00:00.000,5.373,-5.481,3.020,0.713
1996-05-21T00:00:00.000,5.366,-5.491,3.022,0.688
1996-05-21T08:00:00.000,5.356,-5.492,3.024,0.677
1996-05-21T16:00:00.000,5.345,-5.490,3.023,0.683
1996-05-22T00:00:00.000,5.338,-5.484,3.027,0.694
1996-05-22T08:00:00.000,5.328,-5.476,3.015,0.707
1996-05-22T16:00:00.000,5.329,-5.483,3.009,0.707
1996-05-23T00:00:00.000,5.329,-5.481,3.010,0.711
1996-05-23T08:00:00.000,5.327,-5.485,3.013,0.699
1996-05-23T16:00:00.000,5.317,-5.480,3.006,0.680
1996-05-24T00:00:00.000,5.326,-5.506,3.026,0.648
1996-05-24T08:00:00.000,5.333,-5.508,3.029,0.669
1996-05-24T16:00:00.000,5.333,-5.508,3.029,0.668
1996-05-25T00:00:00.000,5.327,-5.507,3.029,0.658
1996-05-25T08:00:00.000,5.320,-5.513,3.029,0.662
1996-05-25T16:00:00.000,5.323,-5.513,3.030,0.691
1996-05-26T00:00:00.000,5.327,-5.511,3.030,0.704
1996-05-26T08:00:00.000,5.330,-5.511,3.032,0.683
1996-05-26T16:00:00.000,5.332,-5.514,3.033,0.652
1996-05-27T00:00:00.000,5.331,-5.520,3.034,0.617
1996-05-27T08:00:00.000,5.330,-5.517,3.034,0.586
1996-05-27T16:00:00.000,5.330,-5.521,3.036,0.557
1996-05-28T00:00:00.000,5.333,-5.532,3.037,0.517
1996-05-28T08:00:00.000,5.332,-5.538,3.038,0.503
1996-05-28T16:00:00.000,5.328,-5.532,3.038,0.520
1996-05-29T00:00:00.000,5.329,-5.524,3.037,0.545
1996-05-29T08:00:00.000,5.338,-5.522,3.039,0.524
1996-05-29T16:00:00.000,5.348,-5.531,3.041,0.485
1996-05-30T00:00:00.000,5.357,-5.536,3.044,0.466
1996-05-30T08:00:00.000,5.359,-5.539,3.045,0.429
1996-05-30T16:00:00.000,5.356,-5.546,3.047,0.388
1996-05-31T00:00:00.000,5.359,-5.555,3.049,0.358
1996-05-31T08:00:00.000,5.348,-5.553,3.048,0.411
1996-05-31T16:00:00.000,5.345,-5.556,3.051,0.422
1996-06-01T00:00:00.000,5.343,-5.553,3.052,0.466
1996-06-01T08:00:00.000,5.346,-5.552,3.054,0.549
1996-06-01T16:00:00.000,5.348,-5.548,3.055,0.569
1996-06-02T00:00:00.000,5.342,-5.546,3.054,0.584
1996-06-02T08:00:00.000,5.346,-5.545,3.055,0.583
1996-06-02T16:00:00.000,5.345,-5.546,3.055,0.618
1996-06-03T00:00:00.000,5.347,-5.553,3.055,0.607
1996-06-03T08:00:00.000,5.346,-5.556,3.058,0.621
1996-06-03T16:00:00.000,5.339,-5.554,3.051,0.659
1996-06-04T00:00:00.000,5.336,-5.555,3.051,0.693
1996-06-04T08:00:00.000,5.332,-5.555,3.052,0.682
1996-06-04T16:00:00.000,5.336,-5.549,3.053,0.670
1996-06-05T00:00:00.000,5.340,-5.547,3.054,0.646
1996-06-05T08:00:00.000,5.338,-5.549,3.057,0.623
1996-06-05T16:00:00.000,5.334,-5.553,3.058,0.625
1996-06-06T00:00:00.000,5.336,-5.554,3.060,0.602
1996-06-06T08:00:00.000,5.340,-5.560,3.063,0.595
1996-06-06T16:00:00.000,5.340,-5.564,3.064,0.594
1996-06-07T00:00:00.000,5.338,-5.567,3.066,0.614
1996-06-07T08:00:00.000,5.345,-5.570,3.068,0.613
1996-06-07T16:00:00.000,5.349,-5.574,3.069,0.621
1996-06-08T00:00:00.000,5.350,-5.582,3.071,0.636
1996-06-08T08:00:00.000,5.351,-5.579,3.072,0.645
1996-06-08T16:00:00.000,5.342,-5.581,3.073,0.639
1996-06-09T00:00:00.000,5.336,-5.584,3.073,0.621
1996-06-09T08:00:00.000,5.331,-5.589,3.076,0.602
1996-06-09T16:00:00.000,5.325,-5.590,3.067,0.586
1996-06-10T00:00:00.000,5.325,-5.583,3.067,0.588
1996-06-10T08:00:00.000,5.325,-5.584,3.067,0.581
1996-06-10T16:00:00.000,5.322,-5.587,3.067,0.552
1996-06-11T00:00:00.000,5.321,-5.595,3.068,0.551
1996-06-11T08:00:00.000,5.318,-5.601,3.067,0.552
1996-06-11T16:00:00.000,5.315,-5.603,3.067,0.560
1996-06-12T00:00:00.000,5.313,-5.610,3.067,0.577
1996-06-12T08:00:00.000,5.316,-5.616,3.068,0.582
1996-06-12T16:00:00.000,5.317,-5.620,3.071,0.577
1996-06-13T00:00:00.000,5.314,-5.621,3.072,0.555
1996-06-13T08:00:00.000,5.308,-5.608,3.071,0.548
1996-06-13T16:00:00.000,5.303,-5.614,3.071,0.540
1996-06-14T00:00:00.000,5.305,-5.610,3.073,0.550
1996-06-14T08:00:00.000,5.307,-5.609,3.075,0.561
1996-06-14T16:00:00.000,5.316,-5.614,3.078,0.577
1996-06-15T00:00:00.000,5.327,-5.615,3.081,0.582
1996-06-15T08:00:00.000,5.330,-5.614,3.081,0.595
1996-06-15T16:00:00.000,5.329,-5.619,3.082,0.592
1996-06-16T00:00:00.000,5.328,-5.624,3.083,0.579
1996-06-16T08:00:00.000,5.331,-5.624,3.086,0.590
1996-06-16T16:00:00.000,5.338,-5.632,3.089,0.595
1996-06-17T00:00:00.000,5.335,-5.641,3.093,0.577
1996-06-17T08:00:00.000,5.332,-5.642,3.095,0.575
1996-06-17T16:00:00.000,5.322,-5.639,3.093,0.582
1996-06-18T00:00:00.000,5.325,-5.638,3.094,0.594
1996-06-18T08:00:00.000,5.330,-5.637,3.094,0.613
1996-06-18T16:00:00.000,5.334,-5.638,3.093,0.615
1996-06-19T00:00:00.000,5.335,-5.640,3.094,0.621
1996-06-19T08:00:00.000,5.339,-5.639,3.095,0.614
1996-06-19T16:00:00.000,5.335,-5.640,3.096,0.592
1996-06-20T00:00:00.000,5.339,-5.640,3.098,0.574
1996-06-20T08:00:00.000,5.344,-5.639,3.101,0.593
1996-06-20T16:00:00.000,5.343,-5.642,3.101,0.593
1996-06-21T00:00:00.000,5.337,-5.642,3.101,0.590
1996-06-21T08:00:00.000,5.328,-5.646,3.100,0.583
1996-06-21T16:00:00.000,5.331,-5.645,3.101,0.600
1996-06-22T00:00:00.000,5.336,-5.640,3.101,0.612
1996-06-22T08:00:00.000,5.337,-5.639,3.102,0.599
1996-06-22T16:00:00.000,5.338,-5.639,3.104,0.575
1996-06-23T00:00:00.000,5.341,-5.642,3.104,0.548
1996-06-23T08:00:00.000,5.339,-5.633,3.104,0.530
1996-06-23T16:00:00.000,5.338,-5.634,3.105,0.510
1996-06-24T00:00:00.000,5.341,-5.643,3.106,0.477
1996-06-24T08:00:00.000,5.340,-5.650,3.106,0.468
1996-06-24T16:00:00.000,5.333,-5.645,3.105,0.480
1996-06-25T00:00:00.000,5.332,-5.637,3.104,0.492
1996-06-25T08:00:00.000,5.340,-5.636,3.105,0.475
1996-06-25T16:00:00.000,5.352,-5.645,3.107,0.454
1996-06-26T00:00:00.000,5.362,-5.649,3.110,0.438
1996-06-26T08:00:00.000,5.365,-5.651,3.111,0.414
1996-06-26T16:00:00.000,5.360,-5.661,3.112,0.393
1996-06-27T00:00:00.000,5.310,-5.667,3.074,0.356
1996-06-27T08:00:00.000,5.266,-5.660,3.061,0.308
1996-06-27T16:00:00.000,5.246,-5.661,3.057,0.323
1996-06-28T00:00:00.000,5.211,-5.648,3.043,0.349
1996-06-28T08:00:00.000,5.189,-5.645,3.041,0.410
1996-06-28T16:00:00.000,5.175,-5.636,3.037,0.422
1996-06-29T00:00:00.000,5.155,-5.633,3.035,0.424
1996-06-29T08:00:00.000,5.139,-5.618,3.033,0.434
1996-06-29T16:00:00.000,5.132,-5.614,3.039,0.456
1996-06-30T00:00:00.000,5.123,-5.608,3.030,0.436
1996-06-30T08:00:00.000,5.106,-5.605,3.014,0.413
1996-06-30T16:00:00.000,5.095,-5.601,3.008,0.439
1996-07-01T00:00:00.000,5.076,-5.610,2.988,0.461
1996-07-01T08:00:00.000,5.070,-5.604,2.977,0.456
1996-07-01T16:00:00.000,5.063,-5.603,2.967,0.436
1996-07-02T00:00:00.000,5.057,-5.603,2.974,0.410
1996-07-02T08:00:00.000,5.044,-5.610,2.973,0.391
1996-07-02T16:00:00.000,5.018,-5.623,2.974,0.387
1996-07-03T00:00:00.000,5.014,-5.624,2.961,0.379
1996-07-03T08:00:00.000,5.019,-5.636,2.962,0.367
1996-07-03T16:00:00.000,5.011,-5.639,2.956,0.364
1996-07-04T00:00:00.000,5.005,-5.646,2.952,0.391
1996-07-04T08:00:00.000,5.004,-5.655,2.962,0.406
1996-07-04T16:00:00.000,4.997,-5.666,2.965,0.413
1996-07-05T00:00:00.000,4.995,-5.680,2.959,0.433
1996-07-05T08:00:00.000,4.996,-5.680,2.966,0.432
1996-07-05T16:00:00.000,4.988,-5.683,2.964,0.423
1996-07-06T00:00:00.000,4.985,-5.692,2.959,0.400
1996-07-06T08:00:00.000,4.984,-5.706,2.961,0.379
1996-07-06T16:00:00.000,4.979,-5.718,2.952,0.362
1996-07-07T00:00:00.000,4.976,-5.718,2.962,0.368
1996-07-07T08:00:00.000,4.976,-5.719,2.966,0.364
1996-07-07T16:00:00.000,4.980,-5.721,2.962,0.337
1996-07-08T00:00:00.000,4.971,-5.725,2.962,0.335
1996-07-08T08:00:00.000,4.964,-5.733,2.956,0.344
1996-07-08T16:00:00.000,4.955,-5.729,2.930,0.351
1996-07-09T00:00:00.000,4.942,-5.729,2.912,0.368
1996-07-09T08:00:00.000,4.939,-5.729,2.899,0.366
1996-07-09T16:00:00.000,4.924,-5.730,2.878,0.364
1996-07-10T00:00:00.000,4.903,-5.730,2.876,0.350
1996-07-10T08:00:00.000,4.879,-5.725,2.866,0.365
1996-07-10T16:00:00.000,4.854,-5.720,2.855,0.364
1996-07-11T00:00:00.000,4.825,-5.709,2.829,0.390
1996-07-11T08:00:00.000,4.813,-5.709,2.818,0.410
1996-07-11T16:00:00.000,4.813,-5.709,2.806,0.432
1996-07-12T00:00:00.000,4.798,-5.700,2.797,0.446
1996-07-12T08:00:00.000,4.786,-5.688,2.789,0.456
1996-07-12T16:00:00.000,4.776,-5.671,2.786,0.454
1996-07-13T00:00:00.000,4.760,-5.659,2.785,0.451
1996-07-13T08:00:00.000,4.747,-5.658,2.766,0.474
1996-07-13T16:00:00.000,4.747,-5.658,2.770,0.481
1996-07-14T00:00:00.000,4.737,-5.661,2.770,0.472
1996-07-14T08:00:00.000,4.730,-5.655,2.780,0.463
1996-07-14T16:00:00.000,4.706,-5.645,2.769,0.474
1996-07-15T00:00:00.000,4.683,-5.626,2.764,0.490
1996-07-15T08:00:00.000,4.665,-5.601,2.747,0.516
1996-07-15T16:00:00.000,4.655,-5.596,2.731,0.530
1996-07-16T00:00:00.000,4.647,-5.583,2.722,0.532
1996-07-16T08:00:00.000,4.625,-5.562,2.718,0.527
1996-07-16T16:00:00.000,4.615,-5.549,2.710,0.503
1996-07-17T00:00:00.000,4.615,-5.550,2.711,0.491
1996-07-17T08:00:00.000,4.614,-5.532,2.710,0.497
1996-07-17T16:00:00.000,4.616,-5.515,2.707,0.497
1996-07-18T00:00:00.000,4.611,-5.503,2.715,0.487
1996-07-18T08:00:00.000,4.592,-5.499,2.702,0.482
1996-07-18T16:00:00.000,4.592,-5.491,2.706,0.492
1996-07-19T00:00:00.000,4.596,-5.490,2.713,0.503
1996-07-19T08:00:00.000,4.599,-5.486,2.718,0.491
1996-07-19T16:00:00.000,4.591,-5.485,2.722,0.465
1996-07-20T00:00:00.000,4.600,-5.483,2.719,0.448
1996-07-20T08:00:00.000,4.594,-5.482,2.708,0.433
1996-07-20T16:00:00.000,4.570,-5.489,2.702,0.417
1996-07-21T00:00:00.000,4.559,-5.494,2.701,0.381
1996-07-21T08:00:00.000,4.551,-5.500,2.690,0.381
1996-07-21T16:00:00.000,4.548,-5.501,2.695,0.383
1996-07-22T00:00:00.000,4.547,-5.493,2.698,0.374
1996-07-22T08:00:00.000,4.531,-5.494,2.684,0.365
1996-07-22T16:00:00.000,4.528,-5.507,2.686,0.355
1996-07-23T00:00:00.000,4.530,-5.513,2.693,0.340
1996-07-23T08:00:00.000,4.533,-5.517,2.697,0.335
1996-07-23T16:00:00.000,4.525,-5.524,2.696,0.341
1996-07-24T00:00:00.000,4.518,-5.530,2.697,0.340
1996-07-24T08:00:00.000,4.512,-5.525,2.695,0.262
1996-07-24T16:00:00.000,4.508,-5.530,2.694,0.292
1996-07-25T00:00:00.000,4.495,-5.532,2.692,0.302
1996-07-25T08:00:00.000,4.508,-5.533,2.702,0.344
1996-07-25T16:00:00.000,10.025,-3.658,3.857,8.731
1996-07-26T00:00:00.000,9.090,-3.783,3.283,6.047
1996-07-26T08:00:00.000,8.201,-3.892,3.038,4.451
1996-07-26T16:00:00.000,7.569,-4.003,2.932,3.651
1996-07-27T00:00:00.000,7.033,-4.130,2.886,3.077
1996-07-27T08:00:00.000,6.736,-4.212,2.865,2.816
1996-07-27T16:00:00.000,6.454,-4.297,2.836,2.591
1996-07-28T00:00:00.000,6.247,-4.373,2.820,2.425
1996-07-28T08:00:00.000,6.149,-4.400,2.813,2.366
1996-07-28T16:00:00.000,6.049,-4.439,2.810,2.281
1996-07-29T00:00:00.000,5.986,-4.472,2.804,2.260
1996-07-29T08:00:00.000,5.947,-4.486,2.798,2.253
1996-07-29T16:00:00.000,5.906,-4.512,2.822,2.225
1996-07-30T00:00:00.000,5.868,-4.547,2.843,2.188
1996-07-30T08:00:00.000,5.871,-4.562,2.886,2.160
1996-07-30T16:00:00.000,5.834,-4.579,2.898,2.147
1996-07-31T00:00:00.000,5.807,-4.591,2.904,2.161
1996-07-31T08:00:00.000,5.778,-4.591,2.897,2.126
1996-07-31T16:00:00.000,5.762,-4.598,2.894,2.081
1996-08-01T00:00:00.000,5.761,-4.592,2.882,2.095
1996-08-01T08:00:00.000,5.754,-4.597,2.848,2.066
1996-08-01T16:00:00.000,5.770,-4.600,2.893,2.071
1996-08-02T00:00:00.000,5.787,-4.601,2.888,2.022
1996-08-02T08:00:00.000,5.795,-4.605,2.902,2.038
1996-08-02T16:00:00.000,5.793,-4.614,2.888,2.037
1996-08-03T00:00:00.000,5.798,-4.601,2.882,2.055
1996-08-03T08:00:00.000,5.803,-4.597,2.893,2.036
1996-08-03T16:00:00.000,5.812,-4.588,2.902,2.022
1996-08-04T00:00:00.000,5.817,-4.585,2.889,1.973
1996-08-04T08:00:00.000,5.817,-4.600,2.895,1.931
1996-08-04T16:00:00.000,5.799,-4.611,2.892,1.919
1996-08-05T00:00:00.000,5.808,-4.609,2.896,1.878
1996-08-05T08:00:00.000,5.812,-4.608,2.886,1.861
1996-08-05T16:00:00.000,5.809,-4.602,2.883,1.877
1996-08-06T00:00:00.000,5.818,-4.598,2.883,1.892
1996-08-06T08:00:00.000,5.825,-4.595,2.884,1.902
1996-08-06T16:00:00.000,5.822,-4.587,2.887,1.912
1996-08-07T00:00:00.000,5.795,-4.589,2.873,1.982
1996-08-07T08:00:00.000,5.789,-4.587,2.879,2.005
1996-08-07T16:00:00.000,5.772,-4.607,2.896,2.022
1996-08-08T00:00:00.000,5.744,-4.611,2.877,2.038
1996-08-08T08:00:00.000,5.743,-4.617,2.879,2.034
1996-08-08T16:00:00.000,5.753,-4.621,2.888,2.041
1996-08-09T00:00:00.000,5.760,-4.632,2.890,2.072
1996-08-09T08:00:00.000,5.750,-4.635,2.896,2.096
1996-08-09T16:00:00.000,5.750,-4.648,2.899,2.091
1996-08-10T00:00:00.000,5.745,-4.652,2.900,2.082
1996-08-10T08:00:00.000,5.755,-4.646,2.900,2.082
1996-08-10T16:00:00.000,5.764,-4.632,2.898,2.067
1996-08-11T00:00:00.000,5.770,-4.622,2.900,2.059
1996-08-11T08:00:00.000,5.779,-4.611,2.898,2.045
1996-08-11T16:00:00.000,5.800,-4.603,2.882,2.019
1996-08-12T00:00:00.000,5.784,-4.601,2.859,2.028
1996-08-12T08:00:00.000,5.789,-4.605,2.856,1.995
1996-08-12T16:00:00.000,5.792,-4.603,2.827,1.948
1996-08-13T00:00:00.000,5.804,-4.612,2.804,1.924
1996-08-13T08:00:00.000,5.816,-4.609,2.774,1.843
1996-08-13T16:00:00.000,5.822,-4.612,2.775,1.799
1996-08-14T00:00:00.000,5.827,-4.603,2.718,1.707
1996-08-14T08:00:00.000,5.810,-4.599,2.693,1.651
1996-08-14T16:00:00.000,5.807,-4.595,2.685,1.592
1996-08-15T00:00:00.000,5.765,-4.600,2.686,1.519
1996-08-15T08:00:00.000,5.742,-4.589,2.694,1.461
1996-08-15T16:00:00.000,5.702,-4.573,2.689,1.392
1996-08-16T00:00:00.000,5.620,-4.583,2.680,1.354
1996-08-16T08:00:00.000,5.561,-4.582,2.667,1.302
1996-08-16T16:00:00.000,5.471,-4.595,2.669,1.227
1996-08-17T00:00:00.000,5.381,-4.595,2.662,1.176
1996-08-17T08:00:00.000,5.325,-4.593,2.671,1.119
1996-08-17T16:00:00.000,5.260,-4.597,2.678,1.072
1996-08-18T00:00:00.000,5.209,-4.612,2.684,1.021
1996-08-18T08:00:00.000,5.174,-4.619,2.704,0.981
1996-08-18T16:00:00.000,5.113,-4.632,2.712,0.928
1996-08-19T00:00:00.000,5.052,-4.637,2.712,0.882
1996-08-19T08:00:00.000,5.010,-4.640,2.721,0.865
1996-08-19T16:00:00.000,4.959,-4.660,2.731,0.825
1996-08-20T00:00:00.000,4.895,-4.685,2.731,0.806
1996-08-20T08:00:00.000,4.865,-4.723,2.732,0.777
1996-08-20T16:00:00.000,4.835,-4.757,2.741,0.743
1996-08-21T00:00:00.000,4.794,-4.784,2.746,0.702
1996-08-21T08:00:00.000,4.757,-4.801,2.740,0.674
1996-08-21T16:00:00.000,4.717,-4.834,2.744,0.622
1996-08-22T00:00:00.000,4.692,-4.873,2.754,0.609
1996-08-22T08:00:00.000,4.670,-4.890,2.746,0.576
1996-08-22T16:00:00.000,4.647,-4.918,2.743,0.529
1996-08-23T00:00:00.000,4.614,-4.955,2.739,0.491
1996-08-23T08:00:00.000,4.592,-4.979,2.734,0.456
1996-08-23T16:00:00.000,4.579,-5.003,2.731,0.444
1996-08-24T00:00:00.000,4.549,-5.040,2.737,0.436
1996-08-24T08:00:00.000,4.535,-5.066,2.757,0.380
1996-08-24T16:00:00.000,4.510,-5.091,2.749,0.379
1996-08-25T00:00:00.000,4.502,-5.123,2.752,0.356
1996-08-25T08:00:00.000,4.477,-5.144,2.739,0.347
1996-08-25T16:00:00.000,4.468,-5.163,2.745,0.360
1996-08-26T00:00:00.000,4.440,-5.184,2.719,0.378
1996-08-26T08:00:00.000,4.440,-5.187,2.735,0.409
1996-08-26T16:00:00.000,4.389,-5.199,2.714,0.400
1996-08-27T00:00:00.000,4.362,-5.209,2.716,0.374
1996-08-27T08:00:00.000,4.335,-5.204,2.700,0.410
1996-08-27T16:00:00.000,4.339,-5.205,2.714,0.443
1996-08-28T00:00:00.000,4.351,-5.202,2.723,0.409
1996-08-28T08:00:00.000,4.340,-5.218,2.716,0.425
1996-08-28T16:00:00.000,4.371,-5.215,2.711,0.432
1996-08-29T00:00:00.000,4.361,-5.215,2.716,0.452
1996-08-29T08:00:00.000,4.360,-5.212,2.709,0.432
1996-08-29T16:00:00.000,4.374,-5.221,2.725,0.423
1996-08-30T00:00:00.000,4.368,-5.216,2.718,0.397
1996-08-30T08:00:00.000,4.372,-5.210,2.721,0.406
1996-08-30T16:00:00.000,4.393,-5.205,2.724,0.408
1996-08-31T00:00:00.000,4.406,-5.194,2.720,0.440
1996-08-31T08:00:00.000,4.411,-5.193,2.729,0.492
1996-08-31T16:00:00.000,4.405,-5.189,2.729,0.523
1996-09-01T00:00:00.000,4.399,-5.184,2.728,0.558
1996-09-01T08:00:00.000,4.397,-5.185,2.725,0.545
1996-09-01T16:00:00.000,4.412,-5.186,2.737,0.509
1996-09-02T00:00:00.000,4.413,-5.192,2.719,0.472
1996-09-02T08:00:00.000,4.408,-5.181,2.700,0.443
1996-09-02T16:00:00.000,4.442,-5.175,2.714,0.486
1996-09-03T00:00:00.000,4.421,-5.181,2.710,0.458
1996-09-03T08:00:00.000,4.412,-5.191,2.714,0.453
1996-09-03T16:00:00.000,4.386,-5.199,2.712,0.469
1996-09-04T00:00:00.000,4.372,-5.198,2.706,0.504
1996-09-04T08:00:00.000,4.357,-5.204,2.718,0.526
1996-09-04T16:00:00.000,4.353,-5.204,2.706,0.509
1996-09-05T00:00:00.000,4.351,-5.209,2.700,0.504
1996-09-05T08:00:00.000,4.346,-5.213,2.702,0.483
1996-09-05T16:00:00.000,4.311,-5.218,2.688,0.446
1996-09-06T00:00:00.000,4.312,-5.217,2.695,0.379
1996-09-06T08:00:00.000,4.309,-5.211,2.708,0.353
1996-09-06T16:00:00.000,4.295,-5.201,2.706,0.367
1996-09-07T00:00:00.000,4.296,-5.200,2.703,0.393
